"","x"
"2005/7/7",0.0036548686846522
"2005/7/8",0.000239265066637334
"2005/7/11",-0.0114703059446218
"2005/7/12",-0.00317712581015552
"2005/7/13",-0.00907533275910803
"2005/7/14",-0.000818010188362359
"2005/7/15",-0.00979295072551819
"2005/7/18",-0.000204283022298902
"2005/7/19",0.00124187927387243
"2005/7/20",0.0116620164345055
"2005/7/21",-0.00588776733297698
"2005/7/22",0.0148145440176431
"2005/7/25",0.0108094615249452
"2005/7/26",0.00235384379548776
"2005/7/27",-0.001872588358105
"2005/7/28",0.0150352057319604
"2005/7/29",-0.00734461462879815
"2005/8/1",0.00978806454666302
"2005/8/2",-0.00815422733021451
"2005/8/3",0.00560009547742514
"2005/8/4",0.00690870330999614
"2005/8/5",-0.00329668934671738
"2005/8/8",-0.00422915298641508
"2005/8/9",0.0100669551944194
"2005/8/10",0.000379005259085499
"2005/8/11",-0.00202536947538371
"2005/8/12",-0.00307851549542136
"2005/8/15",0.0218244968421358
"2005/8/16",0.00193770562722696
"2005/8/17",0.0062419524941916
"2005/8/18",-0.0141130921232807
"2005/8/19",-0.00410115518583302
"2005/8/22",-0.0171474850943799
"2005/8/23",0.00349840500078293
"2005/8/24",0.00186510569147934
"2005/8/25",-0.00807068014918096
"2005/8/26",0.00822018743623401
"2005/8/29",-0.00968364446039626
"2005/8/30",0.0015088100700713
"2005/8/31",-0.00418020774340335
"2005/9/1",0.00488177054499978
"2005/9/2",-0.00574483814558945
"2005/9/5",0.00375398947901268
"2005/9/6",-0.00180043283137744
"2005/9/7",-0.00506049508369861
"2005/9/8",0.00461093992889474
"2005/9/9",-0.0027483057576033
"2005/9/12",0.00215376852333724
"2005/9/13",0.000517426860509986
"2005/9/14",-0.00477239590802702
"2005/9/15",0.000329183158956114
"2005/9/16",-0.00222924051224864
"2005/9/19",-0.000274842258032121
"2005/9/20",-0.00702706348009016
"2005/9/21",-0.00192003519294936
"2005/9/22",0.00949855968951846
"2005/9/23",0.00117142784508808
"2005/9/26",-0.00388276190643293
"2005/9/27",0.00568100416856811
"2005/9/28",-0.00104213352726011
"2005/9/29",0.00638106818661927
"2005/9/30",0.00608659567720801
"2005/10/10",0.0383707762586034
"2005/10/11",0.0052335184850507
"2005/10/12",0.0258596386978754
"2005/10/13",-0.0140765175697442
"2005/10/14",-0.0141548987867035
"2005/10/17",0.0187702672382581
"2005/10/18",0.00739559285090959
"2005/10/19",-0.0221112798571987
"2005/10/20",0.00592171807296983
"2005/10/21",-0.0111198169259947
"2005/10/24",0.015849813791896
"2005/10/25",-0.00316495766488625
"2005/10/26",-0.00764651049627391
"2005/10/27",-0.0121814811667092
"2005/10/28",-0.0015087591274686
"2005/10/31",-0.00644405407558788
"2005/11/1",-0.00447220408800956
"2005/11/2",0.0102666394437834
"2005/11/3",-0.00425752881950341
"2005/11/4",0.00152029756476397
"2005/11/7",0.00827453719392852
"2005/11/8",-0.00386534648908277
"2005/11/9",-0.000894224590656708
"2005/11/10",-0.00505919431764756
"2005/11/11",0.00226962295592665
"2005/11/14",0.0041629793702584
"2005/11/15",-0.000888100123314062
"2005/11/16",-0.00125057685799917
"2005/11/17",0.00329521204947302
"2005/11/18",0.0112698189043072
"2005/11/21",0.00225295576353765
"2005/11/22",-0.0112931903024839
"2005/11/23",-0.0072270282967375
"2005/11/24",0.00777036949400967
"2005/11/25",0.0118235992447304
"2005/11/28",0.00974714804718996
