"","x"
"2005/7/7",0.0073548499682762
"2005/7/8",-0.118686139649304
"2005/7/11",-0.0120583590599631
"2005/7/12",0.0177774116712422
"2005/7/13",0.159933355981654
"2005/7/14",-0.0769778677963036
"2005/7/15",0.11639050119367
"2005/7/18",0.012953838717799
"2005/7/19",-0.00882605968226871
"2005/7/20",0.158071181474211
"2005/7/21",-0.0540510632854328
"2005/7/22",-0.00821040292797849
"2005/7/25",0.0516072819651909
"2005/7/26",-0.0196307158857315
"2005/7/27",0.0180825153682423
"2005/7/28",0.152086606203616
"2005/7/29",0.0332082030200417
"2005/8/1",0.0636027639380423
"2005/8/2",0.115228873567724
"2005/8/3",0.0381982153094424
"2005/8/4",0.11756863006479
"2005/8/5",-0.0741128518660901
"2005/8/8",-0.0521291491881154
"2005/8/9",0.162639189745221
"2005/8/10",-0.0116525871819438
"2005/8/11",0.0455604764454225
"2005/8/12",0.0438674333827596
"2005/8/15",0.221968062886521
"2005/8/16",-0.059760407606573
"2005/8/17",0.0759761637434306
"2005/8/18",-0.131524511057569
"2005/8/19",0.0222514243554885
"2005/8/22",-0.119527680774339
"2005/8/23",0.0447251323891784
"2005/8/24",-0.0195349361742597
"2005/8/25",-0.0837851991624277
"2005/8/26",0.0424979165237077
"2005/8/29",-0.0959259368571516
"2005/8/30",0.016021653102359
"2005/8/31",-0.0649703545203623
"2005/9/1",0.0541153006992558
"2005/9/2",-0.0415464192795745
"2005/9/5",-0.0893351382650841
"2005/9/6",-0.0208052149182907
"2005/9/7",-0.0274327455941514
"2005/9/8",0.018843999821156
"2005/9/9",-0.0422346911029355
"2005/9/12",0.0674748631648341
"2005/9/13",0.139046717288987
"2005/9/14",-0.0886024715334808
"2005/9/15",-0.0759454777332056
"2005/9/16",-0.0131034659176473
"2005/9/19",0.0128899573127047
"2005/9/20",-0.0198070672234224
"2005/9/21",-0.0236250581323729
"2005/9/22",-0.000294712704090305
"2005/9/23",0.0114482773327912
"2005/9/26",0.0616593834151484
"2005/9/27",0.0519270999414073
"2005/9/28",-0.170817464401834
"2005/9/29",-0.105093860176249
"2005/9/30",-0.0281194716144059
"2005/10/10",-0.0809035250888582
"2005/10/11",0.123681777141914
"2005/10/12",0.0738008567779264
"2005/10/13",0.0681832094550056
"2005/10/14",0.0775458021791337
"2005/10/17",0.130542210488939
"2005/10/18",0.138475442646639
"2005/10/19",0.0537026712019359
"2005/10/20",0.0290251236972561
"2005/10/21",-0.0300828419480835
"2005/10/24",-0.0949621580367218
"2005/10/25",-0.080986998669584
"2005/10/26",0.106935350189832
"2005/10/27",-0.0317870749606584
"2005/10/28",0.116961977084675
"2005/10/31",-0.0640222653979566
"2005/11/1",-0.013360991911763
"2005/11/2",-0.00373274274665964
"2005/11/3",0.0227309840264691
"2005/11/4",0.0524479705200526
"2005/11/7",0.0305930769056137
"2005/11/8",0.015025815981774
"2005/11/9",0.164032500774393
"2005/11/10",-0.0334158935257008
"2005/11/11",0.0210521998863959
"2005/11/14",0.0173546618190391
"2005/11/15",0.0644158027175162
"2005/11/16",0.00655116248498147
"2005/11/17",-0.0621015232908286
"2005/11/18",0.0730962836389571
"2005/11/21",-0.0349552458521939
"2005/11/22",-0.0975244649332178
"2005/11/23",-0.0959746357675187
"2005/11/24",0.0573224139943223
"2005/11/25",0.184059692957199
"2005/11/28",0.129359029324167
"2005/11/29",-0.00477928936144115
